8+43   _51
66*202 _13332 
13*91  _1183  
11+97  _108
733*91 _66703 
916*98 _89768 
108*3  _324   
80*930 _74400 
925*6  _5550  
253*3  _759   
833+93 _926
766*2  _1532  
21*902 _18942 
460+73 _533
68+97  _165
89+238 _327
205*911_186755
85*617 _52445 
96+95  _191
89*300 _26700 
659*3  _1977  
944*1  _944   
789*0  _0     
868+8  _876
547*876_479172
440+14 _454
62*820 _50840 
72*16  _1152  
62+594 _656
27*876 _23652 
95*54  _5130  
7*669  _4683  
234+114_348
83+46  _129
95*767 _72865 
72*431 _31032 
0+980  _980
78*120 _9360  
853+73 _926
923*490_452270
878*0  _0     
453*8  _3624  
419+846_1265
337*44 _14828 
934+24 _958
444*396_175824
5*890  _4450  
538*37 _19906 
5+731  _736
61*981 _59841 
4*893  _3572  
3*287  _861   
895+35 _930
913*3  _2739  
18*12  _216   
875*395_345625
513+515_1028
77+649 _726
42+94  _136
3*475  _1425  
530*794_420820
50+167 _217
22*55  _1210  
962+83 _1045
587*435_255345
9+304  _313
61+17  _78
51+86  _137
304+8  _312
693+511_1204
94+615 _709
593*0  _0     
630+4  _634
764*69 _52716 
27+948 _975
21+75  _96
158*53 _8374  
73+62  _135
28*108 _3024  
224+72 _296
68*38  _2584  
167*2  _334   
477+765_1242
294*906_266364
932+7  _939
627+47 _674
150*544_81600 
4+341  _345
968+4  _972
932+8  _940
43+960 _1003
754*8  _6032  
829*137_113573
720+7  _727
805+95 _900
621+506_1127
927+3  _930
534+153_687
199+9  _208
34*916 _31144 
0+223  _223
6+187  _193
851*94 _79994 
146+5  _151
75*83  _6225  
69+318 _387
21+564 _585
2*376  _752   
345+6  _351
1*333  _333   
360*24 _8640  
33*89  _2937  
883+5  _888
97*645 _62565 
123+606_729
2+896  _898
893*55 _49115 
215*584_125560
994*6  _5964  
99+76  _175
54*37  _1998  
24*60  _1440  
587+924_1511
353*349_123197
796*730_581080
51*702 _35802 
26*97  _2522  
48+194 _242
15+713 _728
26+717 _743
30+536 _566
59+927 _986
66+404 _470
39+53  _92
959+821_1780
965*53 _51145 
35+94  _129
80+24  _104
630+783_1413
224*48 _10752 
897+8  _905
82*606 _49692 
8+884  _892
537*187_100419
1+178  _179
198*60 _11880 
68*87  _5916  
754*91 _68614 
509*849_432141
8+781  _789
5*449  _2245  
483*3  _1449  
884+74 _958
26+704 _730
41*1   _41    
43+80  _123
87*874 _76038 
105*285_29925 
57*588 _33516 
798*258_205884
34*71  _2414  
55+44  _99
678+74 _752
106*2  _212   
670*92 _61640 
526*98 _51548 
63*33  _2079  
10*88  _880   
88*22  _1936  
249*43 _10707 
7*979  _6853  
505*6  _3030  
633+9  _642
477*20 _9540  
937*119_111503
331*525_173775
86+29  _115
694+423_1117
95+161 _256
95*27  _2565  
5+957  _962
346+48 _394
91+934 _1025
40+990 _1030
6+916  _922
76+60  _136
1+911  _912
5+190  _195
61+34  _95
47+97  _144
11+426 _437
94*709 _66646 
181*14 _2534  
765*91 _69615 
845+5  _850
411+8  _419
5*140  _700   
671*929_623359
804*5  _4020  
86*22  _1892  
82*13  _1066  
7*263  _1841  
389+44 _433
31*396 _12276 
76+0   _76
30*598 _17940 
25*41  _1025  
49+35  _84
54+191 _245
52+442 _494
33*34  _1122  
9+919  _928
80*13  _1040  
151+16 _167
804*33 _26532 
44+52  _96
430+40 _470
3+805  _808
39*20  _780   
48+737 _785
99+448 _547
87+335 _422
56*856 _47936 
18*688 _12384 
60+337 _397
5*990  _4950  
527+451_978
644+7  _651
3*756  _2268  
637*23 _14651 
220*64 _14080 
82+916 _998
316+24 _340
650+845_1495
268*11 _2948  
945*81 _76545 
35*466 _16310 
679+171_850
58*872 _50576 
71+1   _72
59*643 _37937 
873*19 _16587 
965+3  _968
436+573_1009
61+200 _261
653+932_1585
16+29  _45
694+780_1474
44*274 _12056 
725+499_1224
338+2  _340
57*35  _1995  
2+382  _384
258+5  _263
103*0  _0     
16+69  _85
6*780  _4680  
40+58  _98
779*84 _65436 
639+5  _644
569+9  _578
222*6  _1332  
147+136_283
365*908_331420
585*97 _56745 
45*63  _2835  
8*631  _5048  
20+160 _180
912*5  _4560  
474*66 _31284 
575*42 _24150 
3*365  _1095  
9*819  _7371  
279+351_630
904+67 _971
15+58  _73
59*94  _5546  
628*7  _4396  
185+1  _186
36+987 _1023
119*515_61285 
176*124_21824 
150+8  _158
6+818  _824
427+203_630
17+37  _54
715*99 _70785 
678+1  _679
29*12  _348   
5*331  _1655  
3*966  _2898  
895*361_323095
38*98  _3724  
328+89 _417
6*173  _1038  
558*1  _558   
163+4  _167
78*84  _6552  
833+8  _841
4+655  _659
57+65  _122
48+753 _801
1+886  _887
1+736  _737
943+93 _1036
903+2  _905
946*97 _91762 
235*25 _5875  
233*9  _2097  
32+314 _346
303*776_235128
933*952_888216
198*41 _8118  
404*797_321988
36+924 _960
642*609_390978
0*627  _0     
98*63  _6174  
52*38  _1976  
27+655 _682
7*30   _210   
256*97 _24832 
457*8  _3656  
9+327  _336
166+653_819
99*89  _8811  
57+51  _108
38+415 _453
47+547 _594
4+189  _193
498*77 _38346 
165+76 _241
894+18 _912
133*83 _11039 
97*36  _3492  
492*204_100368
562+4  _566
62*372 _23064 
685+43 _728
859*876_752484
8*260  _2080  
1*513  _513   
5*457  _2285  
770*8  _6160  
7*872  _6104  
2*293  _586   
5*645  _3225  
493*375_184875
89+939 _1028
594+94 _688
554*554_306916
657+4  _661
347+97 _444
3*115  _345   
66*40  _2640  
668+540_1208
1+959  _960
68+23  _91
656*625_410000
297+741_1038
87+30  _117
6+313  _319
302+5  _307
3*514  _1542  
17*682 _11594 
57*159 _9063  
199+97 _296
552*5  _2760  
305+6  _311
95+554 _649
1*180  _180   
2+287  _289
12+286 _298
91+24  _115
795*620_492900
833*1  _833   
6*907  _5442  
336+8  _344
795*95 _75525 
166*5  _830   
49*555 _27195 
3+101  _104
635*1  _635   
37*74  _2738  
6+45   _51
346*174_60204 
132*96 _12672 
145*577_83665 
22*373 _8206  
18*206 _3708  
428+1  _429
623+33 _656
835*0  _0     
33*944 _31152 
43+318 _361
632*836_528352
48+575 _623
545+76 _621
9+382  _391
89+3   _92
1+375  _376
307+586_893
786+375_1161
622*6  _3732  
5*635  _3175  
29+33  _62
752+8  _760
88*153 _13464 
389*24 _9336  
996+266_1262
770+24 _794
847+1  _848
46*36  _1656  
759*43 _32637 
14+777 _791
39*283 _11037 
272*52 _14144 
72+83  _155
4+442  _446
918+5  _923
658+97 _755
745*6  _4470  
232+953_1185
284*6  _1704  
18+645 _663
2*189  _378   
780+85 _865
135+305_440
498+446_944
9+165  _174
877*322_282394
306*450_137700
47+32  _79
675*0  _0     
5+670  _675
581+87 _668
285*900_256500
75*275 _20625 
43*51  _2193  
800+819_1619
38*77  _2926  
131+41 _172
401*0  _0     
993+161_1154
50+413 _463
98*56  _5488  
364*54 _19656 
565+125_690
96*516 _49536 
837*96 _80352 
723+37 _760
828*4  _3312  
799+95 _894
84+52  _136
18*569 _10242 
562*164_92168 
1*918  _918   
596*1  _596   
976+64 _1040
82+765 _847
383+5  _388
880+41 _921
28*93  _2604  
7+982  _989
641+87 _728
97+60  _157
434*7  _3038  
39+212 _251
859+485_1344
635+7  _642
138+75 _213
340*263_89420 
17+54  _71
228+9  _237
20+142 _162
11+37  _48
752+77 _829
67*173 _11591 
478*76 _36328 
426*85 _36210 
1*310  _310   
54+494 _548
141*138_19458 
68*108 _7344  
342+6  _348
59*184 _10856 
8+172  _180
49+44  _93
97+140 _237
405*253_102465
74+496 _570
89*230 _20470 
655*859_562645
17+681 _698
46+154 _200
380*63 _23940 
9*240  _2160  
30+182 _212
61*843 _51423 
907+863_1770
56*603 _33768 
306+929_1235
2+936  _938
88*534 _46992 
2+202  _204
53*67  _3551  
519+3  _522
94+340 _434
8+104  _112
39*878 _34242 
6+726  _732
35+584 _619
161+975_1136
62+303 _365
73+815 _888
441*616_271656
623*54 _33642 
801*495_396495
52+345 _397
72*95  _6840  
2+900  _902
306*41 _12546 
749*6  _4494  
63+693 _756
952+0  _952
9+962  _971
88+588 _676
94*28  _2632  
342*5  _1710  
615*3  _1845  
887+2  _889
79*22  _1738  
4+275  _279
123*6  _738   
52*711 _36972 
339+67 _406
3*780  _2340  
90*73  _6570  
755+1  _756
663*31 _20553 
605+84 _689
817*37 _30229 
175+73 _248
827+3  _830
209+390_599
692*67 _46364 
178+551_729
127*386_49022 
41+799 _840
4*432  _1728  
840*31 _26040 
74+48  _122
258*9  _2322  
1+336  _337
29*51  _1479  
132+4  _136
14*838 _11732 
71*787 _55877 
547*99 _54153 
40*300 _12000 
388+41 _429
175+1  _176
437*88 _38456 
32*897 _28704 
201+884_1085
5+605  _610
54*83  _4482  
827*27 _22329 
6*708  _4248  
613*86 _52718 
3*63   _189   
89*145 _12905 
113+6  _119
70*915 _64050 
0*753  _0     
46*624 _28704 
75+81  _156
39+13  _52
8*851  _6808  
494+435_929
52+86  _138
36+65  _101
31*457 _14167 
24+92  _116
887+3  _890
334+761_1095
1*533  _533   
17+474 _491
0+658  _658
301+6  _307
46+750 _796
179*16 _2864  
3+544  _547
43+47  _90
5*652  _3260  
586+508_1094
362*910_329420
392+3  _395
36*950 _34200 
4*110  _440   
754+89 _843
558*481_268398
65+906 _971
3*507  _1521  
605+556_1161
438*79 _34602 
120*126_15120 
119*622_74018 
83*874 _72542 
321*303_97263 
60+67  _127
75+84  _159
95+768 _863
4+113  _117
6*330  _1980  
447*56 _25032 
349*23 _8027  
20*430 _8600  
170+91 _261
68+295 _363
119+39 _158
319*9  _2871  
763+758_1521
10+40  _50
9+937  _946
23*5   _115   
2*364  _728   
62*40  _2480  
79+532 _611
694+4  _698
986+53 _1039
787+577_1364
529+509_1038
8*764  _6112  
24+652 _676
24*87  _2088  
38+19  _57
97*870 _84390 
45+604 _649
705*606_427230
565*711_401715
375+816_1191
86*27  _2322  
671*74 _49654 
24+54  _78
49*320 _15680 
197*8  _1576  
753+59 _812
2*442  _884   
0+479  _479
931*22 _20482 
3*329  _987   
221+478_699
874+5  _879
40*417 _16680 
779*95 _74005 
3+366  _369
71+634 _705
640+5  _645
5*817  _4085  
709+87 _796
1+748  _749
546*875_477750
574+343_917
516+71 _587
7+341  _348
346+545_891
5*403  _2015  
3*130  _390   
947*5  _4735  
4*837  _3348  
7*212  _1484  
90*368 _33120 
516+28 _544
8+604  _612
978+8  _986
8+561  _569
339+503_842
25*731 _18275 
319+50 _369
38+14  _52
5+572  _577
55*921 _50655 
17+911 _928
5*593  _2965  
384+85 _469
768+678_1446
83+631 _714
66+38  _104
2*783  _1566  
31+248 _279
0*628  _0     
105*599_62895 
736*354_260544
7+942  _949
501+1  _502
609*6  _3654  
766+3  _769
1+425  _426
612+56 _668
331*685_226735
7+363  _370
24+77  _101
150*0  _0     
376+17 _393
151+8  _159
106*29 _3074  
275+282_557
453*0  _0     
13+72  _85
474*875_414750
27+409 _436
69*636 _43884 
97*952 _92344 
33*43  _1419  
867*6  _5202  
319+525_844
944*82 _77408 
5+128  _133
782*6  _4692  
951*950_903450
375+2  _377
669+98 _767
61+644 _705
272+7  _279
954*342_326268
28*788 _22064 
2*719  _1438  
955*133_127015
937*8  _7496  
0*545  _0     
770*3  _2310  
746+2  _748
696+511_1207
24*38  _912   
25*467 _11675 
506+7  _513
677*3  _2031  
95*142 _13490 
975*599_584025
381+28 _409
11+95  _106
385+893_1278
637+31 _668
60+484 _544
586*1  _586   
64+269 _333
35*8   _280   
71+628 _699
214+5  _219
651*0  _0     
92+750 _842
22+345 _367
181*113_20453 
65+45  _110
222+45 _267
82+680 _762
56*730 _40880 
288+756_1044
425+574_999
3*663  _1989  
93+654 _747
260+2  _262
430+45 _475
89*164 _14596 
52+205 _257
111+36 _147
9+230  _239
6*105  _630   
35+146 _181
9+907  _916
87*85  _7395  
352+4  _356
4*435  _1740  
615+8  _623
453+283_736
223*583_130009
693+142_835
46+552 _598
2+407  _409
494*2  _988   
0+501  _501
520+353_873
7*336  _2352  
162+34 _196
76*94  _7144  
822+844_1666
293*5  _1465  
1*40   _40    
462+838_1300
18*528 _9504  
242*282_68244 
95*87  _8265  
60*85  _5100  
60+23  _83
938*91 _85358 
159+58 _217
793+874_1667
309+353_662
2*309  _618   
977*84 _82068 
12+824 _836
455*5  _2275  
2+83   _85
624+1  _625
261*0  _0     
955+203_1158
659*445_293255
931+44 _975
255*4  _1020  
255*10 _2550  
452*2  _904   
283+27 _310
309+88 _397
5*400  _2000  
894*918_820692
864+582_1446
78+68  _146
343+8  _351
966*101_97566 
241*981_236421
68+499 _567
786*518_407148
570+30 _600
3*494  _1482  
14+560 _574
852*76 _64752 
93*72  _6696  
533+3  _536
850+87 _937
95*40  _3800  
255+414_669
658*1  _658   
63+397 _460
9*318  _2862  
66*579 _38214 
98*720 _70560 
98+13  _111
900+8  _908
902*8  _7216  
337*331_111547
77*584 _44968 
896*96 _86016 
45*10  _450   
660*134_88440 
456+502_958
13*219 _2847  
55+83  _138
455*459_208845
84+88  _172
919+68 _987
45*54  _2430  
367+931_1298
541+92 _633
3*602  _1806  
74+54  _128
25*95  _2375  
95*44  _4180  
64*469 _30016 
408*2  _816   
8*162  _1296  
22*64  _1408  
35+199 _234
152*80 _12160 
10*412 _4120  
950+7  _957
509*41 _20869 
74*75  _5550  
5+843  _848
1+118  _119
240*1  _240   
38+677 _715
283*617_174611
75+44  _119
557*3  _1671  
964*44 _42416 
164+2  _166
422*468_197496
5*899  _4495  
487*80 _38960 
61+29  _90
90+61  _151
541+43 _584
9*831  _7479  
42*49  _2058  
452+946_1398
287+5  _292
22*87  _1914  
763+619_1382
418*1  _418   
111+48 _159
71*54  _3834  
44*385 _16940 
167+960_1127
22*473 _10406 
547*773_422831
86*221 _19006 
45*116 _5220  
115+6  _121
244*646_157624
77+56  _133
37+221 _258
680*47 _31960 
297+673_970
628+925_1553
60+553 _613
587+83 _670
884*30 _26520 
78*133 _10374 
81+238 _319
426+538_964
29+15  _44
3*950  _2850  
2*674  _1348  
8*693  _5544  
632+25 _657
66+149 _215
454+31 _485
574*5  _2870  
81*384 _31104 
624+20 _644
751+6  _757
54+72  _126
24+42  _66
555*3  _1665  
65*945 _61425 
891+52 _943
21*491 _10311 
450+1  _451
19*878 _16682 
837+0  _837
33+10  _43
811+648_1459
492*3  _1476  
490+98 _588
429*685_293865
0+975  _975
31*19  _589   
474*212_100488
97+521 _618
865+2  _867
46*63  _2898  
564+4  _568
238*98 _23324 
676*64 _43264 
709+9  _718
492+761_1253
77+178 _255
9+303  _312
44+951 _995
30+131 _161
873+6  _879
681*619_421539
86+322 _408
967+90 _1057
914+30 _944
63+196 _259
162+276_438
958*17 _16286 
1*255  _255   
478+299_777
701+29 _730
927*852_789804
213*9  _1917  
4+362  _366
429*8  _3432  
454*2  _908   
9*704  _6336  
78+956 _1034
83*448 _37184 
0+851  _851
587+16 _603
4+448  _452
868*88 _76384 
49+32  _81
250*689_172250
1+769  _770
293+91 _384
91+60  _151
8*865  _6920  
151+74 _225
128+86 _214
645+2  _647
39*676 _26364 
72*500 _36000 
31+194 _225
80*12  _960   
282*0  _0     
6*243  _1458  
4+449  _453
557+9  _566
499+248_747
638+463_1101
84*57  _4788  
961*278_267158
298+2  _300
50+895 _945
115*5  _575   
60+18  _78
706*57 _40242 
518*63 _32634 
345+3  _348
84+68  _152
100*0  _0     
69*56  _3864  
396+6  _402
371+3  _374
537+1  _538
945+618_1563
801+6  _807
825+218_1043
7+392  _399
871*12 _10452 
638+164_802
676*769_519844
637+47 _684
219*847_185493
425+6  _431
33+326 _359
3+968  _971
701*401_281101
648*91 _58968 
199+293_492
102*6  _612   
78+194 _272
425+859_1284
1*879  _879   
850+3  _853
247*35 _8645  
68+843 _911
483*30 _14490 
935+25 _960
397+8  _405
34*50  _1700  
94*821 _77174 
1*460  _460   
284+0  _284
94+25  _119
564*131_73884 
8+387  _395
52+45  _97
19*317 _6023  
6+995  _1001
692*88 _60896 
42+837 _879
8+161  _169
275*11 _3025  
8+165  _173
83+425 _508
613*7  _4291  
379*26 _9854  
551+0  _551
799+9  _808
68*666 _45288 
1*153  _153   
99+24  _123
142*47 _6674  
32+34  _66
164*827_135628
824*412_339488
46*250 _11500 
1*455  _455   
426+15 _441
0*399  _0     
7+793  _800
581*810_470610
40+565 _605
26*203 _5278  
109*98 _10682 
76+454 _530
42+696 _738
156+12 _168
588+324_912
577*46 _26542 
5+758  _763
80*349 _27920 
609+554_1163
5+964  _969
333+411_744
355*503_178565
102*511_52122 
683*9  _6147  
858*62 _53196 
77+76  _153
85+68  _153
65+903 _968
3*673  _2019  
286*9  _2574  
81+733 _814
5+84   _89
5+977  _982
69*727 _50163 
512+758_1270
242+6  _248
11*19  _209   
812+9  _821
57*943 _53751 
19*661 _12559 
1+137  _138
678+956_1634
756+248_1004
664+0  _664
171*80 _13680 
23+62  _85
836+22 _858
66+14  _80
716+995_1711
84*87  _7308  
96+422 _518
230*69 _15870 
37+672 _709
615+1  _616
794+11 _805
2*398  _796   
294*86 _25284 
655*796_521380
57+86  _143
91+194 _285
33+247 _280
141*0  _0     
145*1  _145   
755*266_200830
55*10  _550   
575+97 _672
56*36  _2016  
4*137  _548   
380+3  _383
597+68 _665
83*94  _7802  
85*881 _74885 
491+45 _536
31+36  _67
99*222 _21978 
41+80  _121
99+62  _161
11*900 _9900  
6+408  _414
982*8  _7856  
92+321 _413
0+376  _376
343*15 _5145  
238+9  _247
0+360  _360
313+3  _316
7+280  _287
16*98  _1568  
910+388_1298
7*340  _2380  
95*79  _7505  
568+92 _660
62+649 _711
861*32 _27552 
43*553 _23779 
160+96 _256
903*27 _24381 
68*777 _52836 
967+357_1324
78*112 _8736  
58+597 _655
8+533  _541
58+54  _112
461+941_1402
3+664  _667
215+3  _218
5+409  _414
42*227 _9534  
11*56  _616   
51*38  _1938  
755+39 _794
480*4  _1920  
693+7  _700
7+981  _988
55+487 _542
147+211_358
69*467 _32223 
38*976 _37088 
285*75 _21375 
209*365_76285 
838+7  _845
822*7  _5754  
3+100  _103
343*4  _1372  
136*4  _544   
95+68  _163
715+205_920
50+911 _961
340+0  _340
1+766  _767
5*189  _945   
43*754 _32422 
153+91 _244
98*192 _18816 
31+440 _471
9*869  _7821  
605*57 _34485 
900*432_388800
319+18 _337
130*50 _6500  
264+64 _328
3*151  _453   
447+697_1144
51*697 _35547 
41*912 _37392 
51+751 _802
38+208 _246
196+800_996
9+688  _697
826*29 _23954 
7*847  _5929  
482+18 _500
99*25  _2475  
97*555 _53835 
377+10 _387
760*4  _3040  
265*547_144955
17*20  _340   
36*28  _1008  
976*92 _89792 
551+9  _560
871*464_404144
53+23  _76
817*3  _2451  
208+23 _231
372*50 _18600 
411*3  _1233  
3+653  _656
916+64 _980
5*521  _2605  
71*61  _4331  
465+1  _466
33+30  _63
809*7  _5663  
404+337_741
115*1  _115   
381*786_299466
606+2  _608
17*619 _10523 
23*890 _20470 
8*499  _3992  
674*10 _6740  
850+459_1309
227*0  _0     
11+50  _61
676*21 _14196 
369+6  _375
2+628  _630
95*921 _87495 
1+772  _773
985+8  _993
393+7  _400
994+587_1581
8+686  _694
197*75 _14775 
47+740 _787
620*3  _1860  
229+6  _235
693+672_1365
8+524  _532
256*739_189184
622+94 _716
1*881  _881   
4*104  _416   
432*522_225504
32+608 _640
81+135 _216
25+28  _53
344*4  _1376  
83+476 _559
164*5  _820   
1*101  _101   
933+974_1907
84+716 _800
43+190 _233
216*259_55944 
91*603 _54873 
562+823_1385
340+573_913
378+751_1129
736*9  _6624  
820*79 _64780 
850+5  _855
41+12  _53
9+948  _957
845+84 _929
27*91  _2457  
99*740 _73260 
883*38 _33554 
815*2  _1630  
615*50 _30750 
645+11 _656
858+614_1472
958*7  _6706  
9*174  _1566  
4+219  _223
453*743_336579
318+215_533
848*6  _5088  
824+584_1408
98*74  _7252  
59+40  _99
54+11  _65
6*813  _4878  
3+299  _302
6+932  _938
948*588_557424
6*274  _1644  
8*224  _1792  
982+574_1556
2+115  _117
712*539_383768
25*64  _1600  
316+364_680
157*0  _0     
249+20 _269
270*8  _2160  
232*98 _22736 
119+9  _128
46+20  _66
5+267  _272
50*224 _11200 
759*2  _1518  
4+991  _995
53*70  _3710  
479+21 _500
16+85  _101
91*786 _71526 
109+62 _171
62*386 _23932 
99+687 _786
96+89  _185
491*631_309821
1+712  _713
241*2  _482   
904*939_848856
790+67 _857
843*25 _21075 
8*425  _3400  
554*50 _27700 
8+529  _537
6*964  _5784  
552+20 _572
13*106 _1378  
605*875_529375
79+47  _126
94*70  _6580  
51+50  _101
134*943_126362
576*23 _13248 
518+67 _585
112+5  _117
495*6  _2970  
1+792  _793
27+520 _547
609+157_766
605+859_1464
95+367 _462
21+662 _683
100*65 _6500  
749+66 _815
93*842 _78306 
685*675_462375
122+358_480
365*5  _1825  
945*940_888300
664+88 _752
56*452 _25312 
70+330 _400
811*432_350352
33+647 _680
637*25 _15925 
8+879  _887
9*964  _8676  
967*61 _58987 
106*611_64766 
509+49 _558
53*48  _2544  
805*56 _45080 
88*569 _50072 
924+61 _985
93+44  _137
707*99 _69993 
590*400_236000
109+639_748
38+91  _129
961+8  _969
45+75  _120
268+58 _326
772*6  _4632  
9*539  _4851  
361+994_1355
685+52 _737
325*446_144950
398+856_1254
40*74  _2960  
282+15 _297
93*12  _1116  
310*7  _2170  
75*847 _63525 
4+766  _770
58+994 _1052
301*19 _5719  
2+206  _208
634*33 _20922 
9+161  _170
848*535_453680
700*30 _21000 
3*701  _2103  
87*719 _62553 
154*0  _0     
906+71 _977
38*55  _2090  
311*351_109161
652+30 _682
529*80 _42320 
116*1  _116   
62*55  _3410  
962*35 _33670 
497*80 _39760 
785*456_357960
725+588_1313
334*88 _29392 
59+25  _84
142+157_299
942+2  _944
423+5  _428
549*4  _2196  
68+341 _409
523*10 _5230  
377*66 _24882 
53*497 _26341 
39*843 _32877 
8+810  _818
630*52 _32760 
74+338 _412
168+530_698
121*368_44528 
26*944 _24544 
37*950 _35150 
44+37  _81
86+81  _167
57*587 _33459 
77+530 _607
30+49  _79
161*923_148603
23*42  _966   
252*622_156744
853*61 _52033 
189+7  _196
46*78  _3588  
17*759 _12903 
436*36 _15696 
526*335_176210
385*8  _3080  
69*6   _414   
43*54  _2322  
32*810 _25920 
0*198  _0     
4+114  _118
6+312  _318
341+1  _342
9+641  _650
3+214  _217
34+48  _82
896*7  _6272  
873*57 _49761 
1+197  _198
2+296  _298
323+3  _326
99*969 _95931 
9*627  _5643  
457+13 _470
417*687_286479
567+776_1343
645*8  _5160  
891+8  _899
750+769_1519
67*10  _670   
3*223  _669   
72*575 _41400 
98+10  _108
345+56 _401
918*61 _55998 
2*478  _956   
356+91 _447
23*642 _14766 
123*343_42189 
716*63 _45108 
44*58  _2552  
67*20  _1340  
296+291_587
82+356 _438
177*55 _9735  
863+70 _933
23+638 _661
248*29 _7192  
15+101 _116
436*119_51884 
74+571 _645
16*62  _992   
979*29 _28391 
4+174  _178
45+120 _165
87*83  _7221  
93+20  _113
733+278_1011
4*909  _3636  
98*326 _31948 
712+204_916
799*24 _19176 
184*65 _11960 
9+313  _322
492*21 _10332 
789+80 _869
900*24 _21600 
80*17  _1360  
53*903 _47859 
437+876_1313
32+466 _498
97*95  _9215  
1+472  _473
27*47  _1269  
40+916 _956
38*893 _33934 
87+576 _663
1*309  _309   
691*21 _14511 
521+2  _523
820*30 _24600 
