505*1  _505   
725*2  _1450  
124*954_118296
588*39 _22932 
98*920 _90160 
825*911_751575
3*711  _2133  
31*430 _13330 
876*314_275064
372*150_55800 
813*3  _2439  
92*231 _21252 
928*721_669088
785*1  _785   
69*44  _3036  
6*245  _1470  
2*666  _1332  
500*758_379000
0*36   _0     
89*97  _8633  
699*81 _56619 
48*893 _42864 
1*600  _600   
6*461  _2766  
19*872 _16568 
49*414 _20286 
700*23 _16100 
98*63  _6174  
16*109 _1744  
982*674_661868
52*946 _49192 
315*9  _2835  
212*469_99428 
999*36 _35964 
573*31 _17763 
4*194  _776   
567*3  _1701  
534*53 _28302 
443*947_419521
908*9  _8172  
310*5  _1550  
50*896 _44800 
78*185 _14430 
607*7  _4249  
64*171 _10944 
687*91 _62517 
81*84  _6804  
17*8   _136   
61*477 _29097 
4*419  _1676  
202*1  _202   
85*311 _26435 
480*0  _0     
4*428  _1712  
35*53  _1855  
81*326 _26406 
6*918  _5508  
774*177_136998
193*74 _14282 
88*2   _176   
226*877_198202
852*80 _68160 
857*57 _48849 
1*680  _680   
919*12 _11028 
791*203_160573
5*745  _3725  
2*491  _982   
5*339  _1695  
28*998 _27944 
68*741 _50388 
754*8  _6032  
325*70 _22750 
4*179  _716   
9*161  _1449  
64*7   _448   
3*912  _2736  
732*36 _26352 
3*965  _2895  
61*64  _3904  
718*358_257044
539*87 _46893 
263*1  _263   
212*458_97096 
98*29  _2842  
44*59  _2596  
678*1  _678   
7*784  _5488  
49*850 _41650 
698*7  _4886  
47*797 _37459 
52*30  _1560  
825*97 _80025 
7*574  _4018  
3*671  _2013  
206*74 _15244 
812*5  _4060  
699*22 _15378 
3*505  _1515  
572*74 _42328 
84*766 _64344 
47*818 _38446 
386*6  _2316  
888*30 _26640 
82*9   _738   
70*70  _4900  
743*3  _2229  
945*405_382725
592*76 _44992 
511*8  _4088  
662*90 _59580 
381*89 _33909 
556*903_502068
631*98 _61838 
74*410 _30340 
902*3  _2706  
858*409_350922
911*242_220462
21*42  _882   
95*494 _46930 
74*163 _12062 
139*2  _278   
387*10 _3870  
286*5  _1430  
548*9  _4932  
593*5  _2965  
9*94   _846   
224*0  _0     
992*398_394816
0*818  _0     
337*353_118961
305*42 _12810 
18*825 _14850 
656*53 _34768 
9*335  _3015  
672*1  _672   
184*1  _184   
0*574  _0     
593*190_112670
696*9  _6264  
95*68  _6460  
235*1  _235   
336*49 _16464 
226*260_58760 
8*170  _1360  
920*793_729560
512*62 _31744 
45*984 _44280 
407*518_210826
472*981_463032
1*98   _98    
6*92   _552   
256*58 _14848 
64*587 _37568 
1*742  _742   
75*95  _7125  
706*76 _53656 
847*5  _4235  
26*42  _1092  
21*508 _10668 
313*66 _20658 
46*640 _29440 
56*894 _50064 
10*48  _480   
306*12 _3672  
670*59 _39530 
219*6  _1314  
736*973_716128
97*221 _21437 
303*601_182103
267*63 _16821 
27*149 _4023  
477*7  _3339  
12*664 _7968  
529*59 _31211 
379*24 _9096  
425*91 _38675 
967*149_144083
746*1  _746   
23*450 _10350 
551*764_420964
79*303 _23937 
412*8  _3296  
669*988_660972
942*35 _32970 
330*867_286110
52*64  _3328  
5*55   _275   
51*468 _23868 
872*5  _4360  
704*234_164736
298*15 _4470  
21*786 _16506 
66*306 _20196 
8*32   _256   
8*60   _480   
239*60 _14340 
879*307_269853
26*383 _9958  
49*509 _24941 
807*9  _7263  
8*101  _808   
0*556  _0     
70*889 _62230 
7*364  _2548  
59*439 _25901 
424*4  _1696  
82*57  _4674  
2*842  _1684  
663*88 _58344 
132*7  _924   
353*331_116843
4*919  _3676  
923*13 _11999 
818*71 _58078 
25*73  _1825  
529*257_135953
22*70  _1540  
368*57 _20976 
68*914 _62152 
82*35  _2870  
626*504_315504
73*4   _292   
4*430  _1720  
205*0  _0     
29*80  _2320  
98*507 _49686 
44*45  _1980  
734*401_294334
458*926_424108
27*373 _10071 
92*98  _9016  
502*54 _27108 
34*28  _952   
31*63  _1953  
988*709_700492
96*882 _84672 
6*62   _372   
36*93  _3348  
395*26 _10270 
575*8  _4600  
805*7  _5635  
586*30 _17580 
524*797_417628
226*6  _1356  
94*23  _2162  
67*53  _3551  
58*33  _1914  
41*46  _1886  
16*64  _1024  
34*231 _7854  
100*7  _700   
8*770  _6160  
927*21 _19467 
808*626_505808
694*39 _27066 
768*9  _6912  
966*25 _24150 
99*19  _1881  
77*95  _7315  
798*90 _71820 
0*218  _0     
324*86 _27864 
77*458 _35266 
6*900  _5400  
11*904 _9944  
622*4  _2488  
638*2  _1276  
23*219 _5037  
237*85 _20145 
631*353_222743
293*7  _2051  
376*1  _376   
77*281 _21637 
841*6  _5046  
439*406_178234
749*1  _749   
262*848_222176
453*408_184824
4*857  _3428  
266*6  _1596  
5*870  _4350  
3*593  _1779  
756*637_481572
670*52 _34840 
28*25  _700   
570*0  _0     
68*952 _64736 
234*61 _14274 
9*786  _7074  
925*77 _71225 
783*161_126063
58*25  _1450  
441*97 _42777 
261*6  _1566  
32*35  _1120  
20*604 _12080 
65*859 _55835 
164*360_59040 
759*72 _54648 
790*2  _1580  
25*707 _17675 
864*65 _56160 
615*3  _1845  
33*923 _30459 
874*9  _7866  
6*480  _2880  
29*757 _21953 
409*829_339061
936*8  _7488  
95*51  _4845  
27*299 _8073  
91*212 _19292 
732*200_146400
891*235_209385
45*202 _9090  
146*49 _7154  
36*4   _144   
8*343  _2744  
9*354  _3186  
3*668  _2004  
12*89  _1068  
712*600_427200
869*3  _2607  
50*20  _1000  
764*3  _2292  
77*55  _4235  
145*33 _4785  
906*420_380520
4*589  _2356  
22*94  _2068  
9*66   _594   
0*897  _0     
71*71  _5041  
431*806_347386
113*297_33561 
5*170  _850   
72*565 _40680 
639*68 _43452 
62*249 _15438 
5*109  _545   
92*381 _35052 
17*56  _952   
874*317_277058
705*153_107865
85*187 _15895 
789*4  _3156  
25*935 _23375 
21*980 _20580 
69*4   _276   
505*32 _16160 
637*29 _18473 
205*1  _205   
982*172_168904
391*7  _2737  
84*541 _45444 
3*714  _2142  
530*6  _3180  
53*365 _19345 
939*923_866697
6*842  _5052  
747*4  _2988  
617*69 _42573 
92*72  _6624  
164*50 _8200  
931*292_271852
572*637_364364
0*160  _0     
12*53  _636   
55*461 _25355 
728*6  _4368  
730*583_425590
93*57  _5301  
761*868_660548
23*8   _184   
564*959_540876
5*564  _2820  
9*920  _8280  
712*825_587400
4*846  _3384  
585*348_203580
667*22 _14674 
45*81  _3645  
695*221_153595
59*727 _42893 
96*35  _3360  
71*826 _58646 
84*22  _1848  
839*851_713989
247*869_214643
251*880_220880
0*539  _0     
5*722  _3610  
5*640  _3200  
809*9  _7281  
28*209 _5852  
52*703 _36556 
510*87 _44370 
63*925 _58275 
604*718_433672
78*865 _67470 
37*126 _4662  
817*157_128269
296*4  _1184  
977*8  _7816  
3*352  _1056  
114*56 _6384  
767*2  _1534  
801*5  _4005  
9*411  _3699  
538*3  _1614  
18*0   _0     
8*539  _4312  
925*138_127650
4*394  _1576  
511*60 _30660 
40*6   _240   
62*29  _1798  
476*567_269892
89*59  _5251  
6*26   _156   
277*651_180327
27*620 _16740 
51*83  _4233  
66*71  _4686  
224*62 _13888 
31*35  _1085  
485*220_106700
734*1  _734   
300*803_240900
110*34 _3740  
979*465_455235
20*81  _1620  
5*683  _3415  
91*287 _26117 
8*228  _1824  
5*987  _4935  
973*28 _27244 
874*49 _42826 
684*149_101916
96*33  _3168  
514*76 _39064 
23*272 _6256  
67*571 _38257 
2*653  _1306  
82*49  _4018  
468*1  _468   
437*116_50692 
381*474_180594
24*132 _3168  
565*31 _17515 
526*93 _48918 
76*896 _68096 
905*530_479650
88*824 _72512 
39*66  _2574  
11*587 _6457  
97*413 _40061 
5*607  _3035  
6*469  _2814  
215*9  _1935  
708*69 _48852 
548*8  _4384  
3*51   _153   
732*39 _28548 
2*195  _390   
4*89   _356   
951*13 _12363 
88*86  _7568  
1*797  _797   
52*24  _1248  
148*46 _6808  
317*848_268816
565*9  _5085  
789*485_382665
685*2  _1370  
117*74 _8658  
1*454  _454   
646*958_618868
812*984_799008
581*36 _20916 
67*63  _4221  
26*31  _806   
848*631_535088
88*767 _67496 
80*58  _4640  
82*83  _6806  
327*7  _2289  
286*44 _12584 
0*645  _0     
7*871  _6097  
1*83   _83    
92*939 _86388 
6*165  _990   
51*867 _44217 
893*527_470611
695*452_314140
171*40 _6840  
974*52 _50648 
1*875  _875   
8*251  _2008  
223*665_148295
6*125  _750   
942*51 _48042 
189*96 _18144 
826*388_320488
679*389_264131
560*915_512400
4*680  _2720  
233*924_215292
600*318_190800
98*308 _30184 
324*63 _20412 
468*98 _45864 
189*397_75033 
533*242_128986
446*362_161452
344*21 _7224  
263*4  _1052  
50*23  _1150  
10*682 _6820  
5*831  _4155  
21*29  _609   
86*403 _34658 
698*79 _55142 
706*479_338174
93*796 _74028 
51*96  _4896  
603*236_142308
865*61 _52765 
981*944_926064
2*340  _680   
5*259  _1295  
670*714_478380
146*26 _3796  
899*1  _899   
736*41 _30176 
44*953 _41932 
5*106  _530   
456*1  _456   
860*965_829900
63*826 _52038 
16*89  _1424  
40*516 _20640 
83*40  _3320  
9*35   _315   
5*619  _3095  
15*532 _7980  
48*800 _38400 
856*870_744720
750*28 _21000 
840*31 _26040 
301*97 _29197 
497*23 _11431 
740*59 _43660 
6*820  _4920  
541*6  _3246  
438*828_362664
8*867  _6936  
219*576_126144
218*6  _1308  
291*65 _18915 
84*2   _168   
120*430_51600 
23*628 _14444 
95*867 _82365 
505*68 _34340 
81*537 _43497 
2*397  _794   
357*76 _27132 
732*299_218868
102*314_32028 
7*349  _2443  
47*301 _14147 
406*356_144536
982*9  _8838  
527*731_385237
675*94 _63450 
540*48 _25920 
173*9  _1557  
798*521_415758
92*602 _55384 
791*675_533925
2*45   _90    
610*866_528260
480*623_299040
1*570  _570   
70*817 _57190 
9*119  _1071  
252*30 _7560  
402*5  _2010  
54*35  _1890  
17*981 _16677 
319*0  _0     
61*893 _54473 
763*989_754607
155*937_145235
0*399  _0     
463*722_334286
49*96  _4704  
300*97 _29100 
3*494  _1482  
65*344 _22360 
31*134 _4154  
76*337 _25612 
81*24  _1944  
20*25  _500   
83*444 _36852 
59*666 _39294 
502*2  _1004  
30*25  _750   
735*96 _70560 
49*475 _23275 
25*309 _7725  
32*62  _1984  
4*742  _2968  
70*903 _63210 
9*865  _7785  
50*54  _2700  
136*70 _9520  
47*19  _893   
18*535 _9630  
580*646_374680
4*847  _3388  
496*4  _1984  
182*600_109200
432*3  _1296  
6*817  _4902  
702*6  _4212  
747*6  _4482  
258*5  _1290  
28*814 _22792 
535*506_270710
52*482 _25064 
74*35  _2590  
71*73  _5183  
535*9  _4815  
611*748_457028
716*771_552036
289*9  _2601  
229*38 _8702  
397*7  _2779  
199*83 _16517 
565*737_416405
288*5  _1440  
77*765 _58905 
171*52 _8892  
286*2  _572   
20*37  _740   
0*839  _0     
10*258 _2580  
651*9  _5859  
456*495_225720
161*632_101752
84*401 _33684 
626*16 _10016 
476*998_475048
67*813 _54471 
639*16 _10224 
398*9  _3582  
52*889 _46228 
79*88  _6952  
87*1   _87    
17*324 _5508  
348*9  _3132  
9*682  _6138  
7*428  _2996  
171*6  _1026  
6*645  _3870  
994*0  _0     
871*1  _871   
48*70  _3360  
28*355 _9940  
133*7  _931   
313*10 _3130  
23*60  _1380  
55*890 _48950 
941*47 _44227 
188*5  _940   
6*618  _3708  
481*1  _481   
416*156_64896 
78*90  _7020  
167*915_152805
459*438_201042
583*27 _15741 
498*3  _1494  
1*254  _254   
358*2  _716   
287*4  _1148  
105*463_48615 
8*529  _4232  
340*338_114920
19*92  _1748  
92*805 _74060 
30*3   _90    
844*7  _5908  
821*0  _0     
41*221 _9061  
866*502_434732
926*9  _8334  
10*30  _300   
65*201 _13065 
8*436  _3488  
34*21  _714   
382*74 _28268 
2*850  _1700  
0*343  _0     
24*658 _15792 
48*90  _4320  
4*385  _1540  
2*605  _1210  
4*932  _3728  
27*495 _13365 
14*51  _714   
48*705 _33840 
88*526 _46288 
14*837 _11718 
392*23 _9016  
952*435_414120
819*90 _73710 
679*26 _17654 
906*329_298074
505*26 _13130 
3*506  _1518  
381*56 _21336 
600*8  _4800  
352*9  _3168  
370*58 _21460 
0*453  _0     
109*9  _981   
3*480  _1440  
93*343 _31899 
780*30 _23400 
950*12 _11400 
711*489_347679
981*48 _47088 
517*80 _41360 
589*80 _47120 
13*576 _7488  
14*130 _1820  
924*171_158004
70*279 _19530 
132*187_24684 
161*63 _10143 
195*18 _3510  
7*250  _1750  
640*95 _60800 
997*908_905276
907*7  _6349  
800*132_105600
23*5   _115   
793*16 _12688 
74*21  _1554  
99*27  _2673  
60*38  _2280  
5*374  _1870  
75*84  _6300  
426*685_291810
186*434_80724 
170*56 _9520  
81*10  _810   
7*559  _3913  
23*519 _11937 
8*649  _5192  
124*799_99076 
998*9  _8982  
434*927_402318
488*2  _976   
46*509 _23414 
304*38 _11552 
465*9  _4185  
612*97 _59364 
610*573_349530
60*91  _5460  
2*232  _464   
18*94  _1692  
868*5  _4340  
185*202_37370 
82*751 _61582 
73*309 _22557 
251*714_179214
13*42  _546   
60*35  _2100  
6*770  _4620  
166*3  _498   
110*168_18480 
69*0   _0     
12*65  _780   
7*909  _6363  
0*181  _0     
619*94 _58186 
821*9  _7389  
348*136_47328 
89*755 _67195 
975*56 _54600 
507*48 _24336 
33*53  _1749  
2*575  _1150  
26*447 _11622 
3*635  _1905  
20*59  _1180  
9*107  _963   
807*6  _4842  
7*575  _4025  
72*34  _2448  
2*649  _1298  
397*425_168725
25*89  _2225  
1*840  _840   
893*4  _3572  
48*211 _10128 
7*503  _3521  
350*2  _700   
380*614_233320
7*701  _4907  
397*836_331892
720*9  _6480  
68*36  _2448  
585*2  _1170  
910*8  _7280  
766*677_518582
289*35 _10115 
885*685_606225
1*491  _491   
7*360  _2520  
494*821_405574
89*45  _4005  
906*280_253680
31*58  _1798  
9*165  _1485  
951*93 _88443 
9*746  _6714  
714*52 _37128 
96*175 _16800 
532*472_251104
57*112 _6384  
990*815_806850
6*996  _5976  
3*830  _2490  
915*8  _7320  
51*42  _2142  
905*54 _48870 
6*778  _4668  
53*585 _31005 
7*66   _462   
178*2  _356   
316*593_187388
5*260  _1300  
703*2  _1406  
34*323 _10982 
649*782_507518
8*836  _6688  
94*806 _75764 
1*822  _822   
248*5  _1240  
3*995  _2985  
2*250  _500   
412*92 _37904 
597*2  _1194  
58*824 _47792 
16*49  _784   
234*23 _5382  
700*45 _31500 
253*821_207713
172*9  _1548  
14*32  _448   
470*869_408430
2*987  _1974  
744*98 _72912 
328*61 _20008 
73*89  _6497  
679*660_448140
20*571 _11420 
577*1  _577   
178*321_57138 
906*296_268176
601*77 _46277 
180*142_25560 
11*74  _814   
8*563  _4504  
25*665 _16625 
62*626 _38812 
592*83 _49136 
670*8  _5360  
41*15  _615   
25*97  _2425  
336*943_316848
3*201  _603   
62*69  _4278  
888*11 _9768  
114*5  _570   
89*66  _5874  
63*37  _2331  
171*764_130644
496*734_364064
77*314 _24178 
990*47 _46530 
3*337  _1011  
93*87  _8091  
48*42  _2016  
541*392_212072
91*550 _50050 
43*57  _2451  
88*389 _34232 
512*200_102400
964*18 _17352 
943*36 _33948 
7*311  _2177  
458*47 _21526 
984*6  _5904  
16*206 _3296  
40*48  _1920  
883*10 _8830  
615*1  _615   
331*7  _2317  
737*103_75911 
819*9  _7371  
55*611 _33605 
9*74   _666   
7*861  _6027  
260*507_131820
151*5  _755   
8*666  _5328  
233*977_227641
21*69  _1449  
81*3   _243   
563*1  _563   
878*132_115896
335*665_222775
374*9  _3366  
26*138 _3588  
441*39 _17199 
48*358 _17184 
6*258  _1548  
995*26 _25870 
82*92  _7544  
893*92 _82156 
663*4  _2652  
720*139_100080
77*22  _1694  
7*79   _553   
13*564 _7332  
705*264_186120
961*31 _29791 
845*36 _30420 
408*611_249288
27*61  _1647  
50*88  _4400  
384*43 _16512 
821*474_389154
450*111_49950 
629*3  _1887  
3*625  _1875  
87*36  _3132  
62*282 _17484 
53*566 _29998 
28*317 _8876  
2*156  _312   
70*78  _5460  
81*345 _27945 
765*60 _45900 
2*689  _1378  
12*93  _1116  
996*770_766920
65*272 _17680 
4*155  _620   
7*790  _5530  
90*14  _1260  
181*466_84346 
548*965_528820
53*227 _12031 
301*451_135751
431*747_321957
80*331 _26480 
589*2  _1178  
17*952 _16184 
469*43 _20167 
32*789 _25248 
30*84  _2520  
37*586 _21682 
42*647 _27174 
237*302_71574 
664*6  _3984  
744*514_382416
162*503_81486 
8*91   _728   
443*58 _25694 
438*39 _17082 
53*860 _45580 
300*77 _23100 
846*40 _33840 
50*5   _250   
89*338 _30082 
321*7  _2247  
539*31 _16709 
526*30 _15780 
93*139 _12927 
570*2  _1140  
224*96 _21504 
871*4  _3484  
808*1  _808   
815*70 _57050 
523*4  _2092  
878*565_496070
296*69 _20424 
47*715 _33605 
811*74 _60014 
8*283  _2264  
0*978  _0     
0*152  _0     
60*269 _16140 
340*9  _3060  
23*75  _1725  
1*161  _161   
99*68  _6732  
86*32  _2752  
658*38 _25004 
46*9   _414   
304*3  _912   
955*83 _79265 
64*91  _5824  
727*297_215919
105*4  _420   
890*65 _57850 
72*11  _792   
11*611 _6721  
51*451 _23001 
271*5  _1355  
540*250_135000
74*2   _148   
6*154  _924   
68*5   _340   
549*33 _18117 
82*52  _4264  
70*376 _26320 
814*577_469678
765*9  _6885  
790*38 _30020 
7*613  _4291  
79*43  _3397  
61*648 _39528 
4*709  _2836  
57*435 _24795 
73*80  _5840  
54*28  _1512  
182*4  _728   
8*660  _5280  
248*0  _0     
890*621_552690
29*548 _15892 
51*92  _4692  
296*81 _23976 
835*3  _2505  
301*100_30100 
42*340 _14280 
83*19  _1577  
568*7  _3976  
426*0  _0     
16*157 _2512  
306*470_143820
306*390_119340
91*28  _2548  
904*284_256736
19*878 _16682 
38*779 _29602 
8*155  _1240  
9*633  _5697  
99*78  _7722  
761*477_362997
577*253_145981
1*815  _815   
948*4  _3792  
94*483 _45402 
147*60 _8820  
70*559 _39130 
78*38  _2964  
60*20  _1200  
13*830 _10790 
758*139_105362
4*989  _3956  
2*523  _1046  
5*359  _1795  
556*14 _7784  
4*872  _3488  
0*990  _0     
974*581_565894
76*15  _1140  
852*138_117576
634*6  _3804  
95*71  _6745  
327*528_172656
60*722 _43320 
267*81 _21627 
166*276_45816 
795*30 _23850 
32*604 _19328 
151*77 _11627 
5*810  _4050  
490*37 _18130 
46*679 _31234 
36*605 _21780 
10*446 _4460  
659*6  _3954  
744*8  _5952  
776*66 _51216 
213*29 _6177  
30*860 _25800 
330*16 _5280  
897*22 _19734 
202*490_98980 
6*592  _3552  
229*9  _2061  
0*951  _0     
243*926_225018
827*437_361399
720*28 _20160 
612*0  _0     
333*65 _21645 
8*415  _3320  
539*75 _40425 
591*400_236400
896*43 _38528 
23*814 _18722 
600*655_393000
12*96  _1152  
25*15  _375   
7*114  _798   
984*820_806880
95*283 _26885 
427*3  _1281  
67*36  _2412  
84*27  _2268  
559*90 _50310 
16*466 _7456  
579*15 _8685  
812*438_355656
97*581 _56357 
751*288_216288
41*672 _27552 
823*69 _56787 
6*945  _5670  
4*321  _1284  
11*99  _1089  
89*50  _4450  
6*757  _4542  
91*633 _57603 
55*95  _5225  
761*47 _35767 
420*949_398580
581*675_392175
827*52 _43004 
61*466 _28426 
856*68 _58208 
856*75 _64200 
294*6  _1764  
196*7  _1372  
38*322 _12236 
7*602  _4214  
868*8  _6944  
529*316_167164
90*12  _1080  
6*644  _3864  
76*57  _4332  
80*80  _6400  
203*607_123221
8*413  _3304  
3*563  _1689  
7*687  _4809  
449*31 _13919 
178*236_42008 
777*312_242424
7*31   _217   
1*170  _170   
645*428_276060
1*280  _280   
923*45 _41535 
287*5  _1435  
430*56 _24080 
612*613_375156
7*494  _3458  
59*1   _59    
69*180 _12420 
374*20 _7480  
9*143  _1287  
375*73 _27375 
8*683  _5464  
623*2  _1246  
13*21  _273   
381*432_164592
113*3  _339   
9*263  _2367  
7*604  _4228  
22*14  _308   
43*758 _32594 
15*648 _9720  
684*852_582768
5*720  _3600  
13*29  _377   
483*15 _7245  
857*173_148261
487*736_358432
3*924  _2772  
55*853 _46915 
4*461  _1844  
451*7  _3157  
58*882 _51156 
46*939 _43194 
322*7  _2254  
646*755_487730
190*270_51300 
3*826  _2478  
580*7  _4060  
496*2  _992   
99*257 _25443 
881*1  _881   
579*71 _41109 
364*320_116480
65*482 _31330 
85*133 _11305 
10*248 _2480  
6*173  _1038  
440*85 _37400 
519*467_242373
70*354 _24780 
5*167  _835   
394*17 _6698  
64*87  _5568  
889*61 _54229 
32*76  _2432  
868*3  _2604  
82*26  _2132  
964*35 _33740 
141*9  _1269  
588*28 _16464 
992*84 _83328 
9*701  _6309  
694*278_192932
842*29 _24418 
145*328_47560 
50*388 _19400 
88*871 _76648 
188*161_30268 
99*265 _26235 
14*87  _1218  
25*72  _1800  
247*61 _15067 
64*18  _1152  
783*964_754812
748*24 _17952 
2*880  _1760  
693*927_642411
79*224 _17696 
588*962_565656
618*3  _1854  
22*33  _726   
61*76  _4636  
77*41  _3157  
17*950 _16150 
92*329 _30268 
729*5  _3645  
51*52  _2652  
959*13 _12467 
769*83 _63827 
786*419_329334
223*50 _11150 
5*717  _3585  
761*2  _1522  
31*71  _2201  
41*89  _3649  
560*99 _55440 
905*2  _1810  
443*534_236562
914*378_345492
82*491 _40262 
989*900_890100
508*28 _14224 
6*175  _1050  
404*303_122412
62*902 _55924 
875*5  _4375  
5*126  _630   
64*863 _55232 
6*93   _558   
656*4  _2624  
99*18  _1782  
221*18 _3978  
67*332 _22244 
35*17  _595   
185*94 _17390 
97*11  _1067  
821*6  _4926  
660*91 _60060 
53*98  _5194  
570*618_352260
195*6  _1170  
389*56 _21784 
317*73 _23141 
72*79  _5688  
1*567  _567   
140*6  _840   
38*690 _26220 
555*538_298590
176*8  _1408  
3*770  _2310  
985*41 _40385 
23*435 _10005 
4*993  _3972  
38*957 _36366 
51*992 _50592 
5*970  _4850  
965*837_807705
87*22  _1914  
142*61 _8662  
107*422_45154 
98*82  _8036  
969*90 _87210 
28*52  _1456  
603*36 _21708 
29*399 _11571 
608*885_538080
7*806  _5642  
990*7  _6930  
794*923_732862
589*744_438216
6*303  _1818  
1*243  _243   
808*0  _0     
66*697 _46002 
273*0  _0     
2*762  _1524  
869*273_237237
63*40  _2520  
76*25  _1900  
7*178  _1246  
58*930 _53940 
910*9  _8190  
392*759_297528
9*166  _1494  
660*672_443520
852*258_219816
92*536 _49312 
5*382  _1910  
703*312_219336
492*1  _492   
447*9  _4023  
974*18 _17532 
5*463  _2315  
966*422_407652
2*141  _282   
7*252  _1764  
89*9   _801   
97*776 _75272 
106*1  _106   
629*8  _5032  
84*91  _7644  
79*59  _4661  
803*619_497057
697*569_396593
866*561_485826
70*844 _59080 
2*661  _1322  
6*629  _3774  
713*17 _12121 
