32-0   _32  
738-112_626 
72-511 _-439
166-7  _159 
526-7  _519 
8-88   _-80 
42-667 _-625
151-82 _69  
87-31  _56  
960-99 _861 
137-226_-89 
294-345_-51 
955-39 _916 
36-120 _-84 
595-7  _588 
7-431  _-424
3-576  _-573
89-531 _-442
3-644  _-641
52-326 _-274
40-578 _-538
818-710_108 
459-313_146 
55-92  _-37 
930-649_281 
22-480 _-458
475-32 _443 
630-723_-93 
692-3  _689 
465-42 _423 
269-144_125 
59-57  _2   
712-63 _649 
866-85 _781 
65-754 _-689
299-34 _265 
51-785 _-734
11-440 _-429
44-470 _-426
74-62  _12  
23-913 _-890
81-12  _69  
381-4  _377 
796-6  _790 
829-664_165 
8-605  _-597
16-94  _-78 
145-602_-457
734-223_511 
35-38  _-3  
255-5  _250 
71-43  _28  
647-26 _621 
243-220_23  
79-61  _18  
82-20  _62  
87-525 _-438
656-802_-146
922-245_677 
687-558_129 
7-785  _-778
399-603_-204
116-7  _109 
488-14 _474 
79-89  _-10 
95-245 _-150
737-59 _678 
8-800  _-792
228-7  _221 
365-202_163 
19-44  _-25 
932-204_728 
579-90 _489 
527-194_333 
5-569  _-564
878-615_263 
382-12 _370 
454-32 _422 
8-777  _-769
2-194  _-192
1-11   _-10 
659-645_14  
70-54  _16  
40-88  _-48 
518-77 _441 
339-290_49  
837-1  _836 
708-8  _700 
186-993_-807
582-70 _512 
474-99 _375 
16-68  _-52 
67-84  _-17 
63-460 _-397
902-56 _846 
68-255 _-187
37-86  _-49 
838-6  _832 
3-826  _-823
81-67  _14  
467-35 _432 
349-3  _346 
652-879_-227
233-99 _134 
97-81  _16  
471-849_-378
4-693  _-689
489-6  _483 
488-310_178 
22-919 _-897
282-8  _274 
65-800 _-735
5-941  _-936
333-93 _240 
875-538_337 
111-5  _106 
30-80  _-50 
291-96 _195 
7-802  _-795
63-69  _-6  
570-278_292 
125-5  _120 
75-68  _7   
405-302_103 
766-23 _743 
3-902  _-899
546-83 _463 
2-417  _-415
65-51  _14  
92-8   _84  
333-0  _333 
830-982_-152
101-39 _62  
587-4  _583 
301-962_-661
245-92 _153 
244-57 _187 
957-546_411 
439-1  _438 
957-836_121 
188-41 _147 
35-711 _-676
1-602  _-601
370-3  _367 
740-3  _737 
338-552_-214
77-78  _-1  
1-796  _-795
39-938 _-899
286-6  _280 
97-639 _-542
7-947  _-940
32-543 _-511
77-34  _43  
756-73 _683 
1-454  _-453
119-2  _117 
824-83 _741 
756-707_49  
44-27  _17  
83-21  _62  
12-827 _-815
38-20  _18  
476-7  _469 
229-24 _205 
74-1   _73  
38-84  _-46 
251-472_-221
63-47  _16  
622-829_-207
580-232_348 
357-942_-585
483-93 _390 
47-391 _-344
12-4   _8   
82-963 _-881
57-34  _23  
98-35  _63  
40-567 _-527
14-957 _-943
570-8  _562 
5-299  _-294
64-96  _-32 
262-1  _261 
24-52  _-28 
231-88 _143 
33-3   _30  
518-56 _462 
444-925_-481
288-9  _279 
275-248_27  
19-98  _-79 
6-942  _-936
679-39 _640 
751-33 _718 
82-157 _-75 
665-4  _661 
918-162_756 
426-39 _387 
654-973_-319
569-2  _567 
34-48  _-14 
11-93  _-82 
89-43  _46  
9-506  _-497
927-795_132 
528-14 _514 
551-4  _547 
0-617  _-617
934-90 _844 
942-93 _849 
133-291_-158
92-189 _-97 
31-32  _-1  
740-18 _722 
300-4  _296 
342-64 _278 
14-172 _-158
481-51 _430 
296-354_-58 
838-15 _823 
851-82 _769 
62-59  _3   
169-962_-793
82-662 _-580
46-529 _-483
78-101 _-23 
656-554_102 
723-37 _686 
69-55  _14  
42-92  _-50 
786-96 _690 
960-3  _957 
326-61 _265 
468-90 _378 
885-490_395 
61-503 _-442
4-527  _-523
775-8  _767 
3-592  _-589
963-2  _961 
582-48 _534 
423-76 _347 
165-11 _154 
513-17 _496 
4-99   _-95 
101-56 _45  
801-6  _795 
330-8  _322 
50-488 _-438
22-730 _-708
943-3  _940 
0-200  _-200
210-38 _172 
763-63 _700 
624-5  _619 
158-539_-381
987-41 _946 
68-130 _-62 
4-143  _-139
843-4  _839 
842-32 _810 
73-42  _31  
622-962_-340
774-29 _745 
838-3  _835 
630-464_166 
16-98  _-82 
834-684_150 
10-859 _-849
236-97 _139 
229-44 _185 
36-38  _-2  
1-554  _-553
82-933 _-851
4-606  _-602
376-4  _372 
14-74  _-60 
821-72 _749 
899-286_613 
112-107_5   
946-6  _940 
80-914 _-834
170-13 _157 
99-175 _-76 
603-215_388 
587-872_-285
166-65 _101 
935-0  _935 
220-1  _219 
21-872 _-851
77-44  _33  
664-512_152 
45-87  _-42 
448-258_190 
822-821_1   
383-505_-122
3-970  _-967
243-9  _234 
33-92  _-59 
7-652  _-645
77-777 _-700
914-535_379 
40-28  _12  
892-88 _804 
563-91 _472 
76-121 _-45 
978-3  _975 
22-81  _-59 
4-978  _-974
706-342_364 
195-94 _101 
868-60 _808 
55-805 _-750
92-41  _51  
880-5  _875 
714-716_-2  
94-273 _-179
131-65 _66  
100-76 _24  
283-698_-415
108-382_-274
905-28 _877 
977-44 _933 
892-377_515 
32-14  _18  
26-93  _-67 
732-27 _705 
481-292_189 
49-94  _-45 
99-55  _44  
8-21   _-13 
82-154 _-72 
41-36  _5   
36-52  _-16 
497-14 _483 
413-28 _385 
188-815_-627
544-719_-175
297-9  _288 
717-9  _708 
5-949  _-944
726-511_215 
2-25   _-23 
264-474_-210
292-6  _286 
2-59   _-57 
931-0  _931 
326-9  _317 
87-235 _-148
35-643 _-608
1-109  _-108
82-201 _-119
336-89 _247 
3-350  _-347
453-3  _450 
86-369 _-283
440-415_25  
403-36 _367 
335-5  _330 
684-244_440 
66-54  _12  
6-84   _-78 
9-531  _-522
6-526  _-520
22-234 _-212
626-1  _625 
409-61 _348 
196-204_-8  
48-95  _-47 
23-73  _-50 
835-0  _835 
85-61  _24  
23-96  _-73 
9-847  _-838
5-691  _-686
33-19  _14  
9-554  _-545
118-943_-825
75-76  _-1  
248-13 _235 
754-18 _736 
3-570  _-567
68-711 _-643
443-4  _439 
6-338  _-332
366-560_-194
283-215_68  
31-18  _13  
460-742_-282
7-118  _-111
883-448_435 
330-61 _269 
778-936_-158
0-237  _-237
1-670  _-669
1-103  _-102
479-6  _473 
645-1  _644 
0-247  _-247
2-176  _-174
893-169_724 
964-773_191 
6-626  _-620
646-86 _560 
21-374 _-353
1-699  _-698
566-84 _482 
8-385  _-377
7-612  _-605
1-353  _-352
72-67  _5   
237-54 _183 
28-200 _-172
67-415 _-348
5-495  _-490
38-40  _-2  
585-71 _514 
388-5  _383 
234-23 _211 
46-54  _-8  
71-335 _-264
999-910_89  
93-50  _43  
81-58  _23  
229-7  _222 
368-3  _365 
6-632  _-626
52-44  _8   
4-936  _-932
73-62  _11  
868-1  _867 
752-6  _746 
75-567 _-492
77-36  _41  
383-0  _383 
294-17 _277 
85-311 _-226
41-55  _-14 
547-150_397 
18-131 _-113
47-37  _10  
93-404 _-311
0-191  _-191
75-423 _-348
89-517 _-428
750-910_-160
63-50  _13  
253-8  _245 
57-236 _-179
9-681  _-672
836-15 _821 
709-4  _705 
57-905 _-848
49-56  _-7  
2-184  _-182
286-26 _260 
5-874  _-869
76-596 _-520
533-856_-323
611-7  _604 
520-5  _515 
183-471_-288
9-219  _-210
538-24 _514 
807-3  _804 
47-18  _29  
715-76 _639 
76-868 _-792
820-5  _815 
2-237  _-235
89-736 _-647
4-971  _-967
870-1  _869 
470-736_-266
67-23  _44  
46-90  _-44 
21-16  _5   
684-731_-47 
623-155_468 
441-7  _434 
48-381 _-333
874-79 _795 
0-504  _-504
483-8  _475 
562-27 _535 
3-911  _-908
754-21 _733 
867-47 _820 
744-46 _698 
459-802_-343
8-502  _-494
835-7  _828 
528-26 _502 
1-617  _-616
3-122  _-119
553-98 _455 
92-591 _-499
21-966 _-945
92-90  _2   
55-98  _-43 
8-905  _-897
717-4  _713 
124-904_-780
921-764_157 
7-357  _-350
694-732_-38 
623-64 _559 
377-7  _370 
7-215  _-208
7-984  _-977
358-4  _354 
398-7  _391 
736-404_332 
75-63  _12  
235-909_-674
430-688_-258
3-441  _-438
1-539  _-538
4-481  _-477
8-516  _-508
59-493 _-434
75-764 _-689
36-483 _-447
772-277_495 
81-1   _80  
93-13  _80  
569-44 _525 
693-8  _685 
421-743_-322
866-9  _857 
607-39 _568 
80-546 _-466
58-812 _-754
629-6  _623 
6-996  _-990
5-393  _-388
548-55 _493 
895-8  _887 
13-61  _-48 
324-290_34  
59-354 _-295
585-9  _576 
96-920 _-824
84-361 _-277
38-97  _-59 
7-813  _-806
437-130_307 
713-72 _641 
5-708  _-703
436-29 _407 
24-17  _7   
313-7  _306 
324-91 _233 
980-9  _971 
180-2  _178 
247-2  _245 
15-51  _-36 
41-536 _-495
33-230 _-197
8-95   _-87 
747-203_544 
910-3  _907 
5-565  _-560
881-826_55  
9-678  _-669
861-26 _835 
46-981 _-935
93-85  _8   
779-9  _770 
21-429 _-408
0-873  _-873
17-17  _0   
40-904 _-864
68-773 _-705
19-96  _-77 
88-558 _-470
4-212  _-208
691-60 _631 
692-524_168 
654-350_304 
223-988_-765
706-9  _697 
29-644 _-615
91-561 _-470
87-94  _-7  
622-3  _619 
895-947_-52 
85-34  _51  
525-3  _522 
228-12 _216 
220-4  _216 
3-402  _-399
247-78 _169 
303-81 _222 
752-64 _688 
36-70  _-34 
373-423_-50 
811-139_672 
39-51  _-12 
439-6  _433 
9-625  _-616
6-179  _-173
22-485 _-463
54-10  _44  
579-9  _570 
199-895_-696
86-974 _-888
587-35 _552 
7-910  _-903
912-670_242 
47-626 _-579
56-363 _-307
3-307  _-304
7-293  _-286
41-60  _-19 
175-4  _171 
83-30  _53  
19-735 _-716
19-974 _-955
829-9  _820 
41-916 _-875
63-85  _-22 
854-5  _849 
633-229_404 
16-65  _-49 
0-735  _-735
11-60  _-49 
57-70  _-13 
231-29 _202 
6-965  _-959
8-413  _-405
184-8  _176 
403-15 _388 
72-526 _-454
2-165  _-163
91-43  _48  
489-914_-425
463-18 _445 
233-8  _225 
43-10  _33  
6-162  _-156
96-734 _-638
16-22  _-6  
1-659  _-658
8-262  _-254
2-658  _-656
40-99  _-59 
51-482 _-431
819-4  _815 
2-725  _-723
590-283_307 
85-952 _-867
843-71 _772 
20-19  _1   
7-682  _-675
9-553  _-544
494-7  _487 
850-3  _847 
8-286  _-278
18-297 _-279
56-44  _12  
853-2  _851 
618-290_328 
279-27 _252 
410-7  _403 
308-85 _223 
352-700_-348
895-1  _894 
97-45  _52  
416-83 _333 
719-71 _648 
471-7  _464 
408-145_263 
26-12  _14  
83-671 _-588
319-0  _319 
55-245 _-190
838-78 _760 
748-246_502 
342-11 _331 
171-280_-109
24-809 _-785
122-0  _122 
871-50 _821 
45-283 _-238
737-35 _702 
52-52  _0   
57-60  _-3  
304-2  _302 
500-607_-107
739-50 _689 
97-174 _-77 
95-93  _2   
108-696_-588
428-11 _417 
6-933  _-927
5-868  _-863
371-4  _367 
8-794  _-786
536-750_-214
64-51  _13  
22-53  _-31 
5-161  _-156
72-48  _24  
761-32 _729 
6-522  _-516
37-19  _18  
267-339_-72 
885-126_759 
913-93 _820 
409-88 _321 
582-822_-240
190-894_-704
4-610  _-606
361-211_150 
77-131 _-54 
984-158_826 
79-938 _-859
28-517 _-489
682-95 _587 
481-44 _437 
676-39 _637 
54-300 _-246
37-75  _-38 
51-98  _-47 
74-27  _47  
4-866  _-862
63-588 _-525
746-37 _709 
682-51 _631 
9-468  _-459
296-7  _289 
39-994 _-955
6-515  _-509
1-841  _-840
6-302  _-296
82-318 _-236
243-436_-193
6-301  _-295
16-99  _-83 
373-959_-586
72-19  _53  
249-97 _152 
90-75  _15  
65-637 _-572
637-77 _560 
6-641  _-635
0-267  _-267
0-647  _-647
33-45  _-12 
612-0  _612 
1-420  _-419
40-610 _-570
9-95   _-86 
19-669 _-650
97-143 _-46 
164-81 _83  
635-4  _631 
85-21  _64  
288-784_-496
465-7  _458 
439-262_177 
229-570_-341
899-998_-99 
79-427 _-348
8-190  _-182
389-24 _365 
586-6  _580 
940-3  _937 
33-949 _-916
879-12 _867 
19-88  _-69 
6-409  _-403
4-844  _-840
45-266 _-221
80-16  _64  
171-345_-174
878-8  _870 
266-58 _208 
8-84   _-76 
38-75  _-37 
58-228 _-170
202-97 _105 
26-44  _-18 
935-15 _920 
472-796_-324
4-605  _-601
30-535 _-505
79-368 _-289
48-655 _-607
223-71 _152 
980-3  _977 
286-58 _228 
540-366_174 
257-118_139 
819-0  _819 
373-11 _362 
717-45 _672 
33-475 _-442
30-933 _-903
70-274 _-204
7-683  _-676
398-125_273 
778-0  _778 
45-460 _-415
96-492 _-396
765-5  _760 
43-46  _-3  
885-0  _885 
680-6  _674 
6-870  _-864
90-97  _-7  
53-217 _-164
233-28 _205 
0-683  _-683
801-34 _767 
93-122 _-29 
53-955 _-902
2-988  _-986
430-960_-530
75-955 _-880
598-6  _592 
628-437_191 
653-2  _651 
2-991  _-989
858-3  _855 
45-64  _-19 
5-573  _-568
437-85 _352 
590-3  _587 
909-377_532 
20-90  _-70 
1-295  _-294
50-0   _50  
464-15 _449 
4-619  _-615
46-893 _-847
374-86 _288 
454-90 _364 
816-154_662 
461-27 _434 
501-8  _493 
421-57 _364 
82-3   _79  
19-946 _-927
9-182  _-173
73-462 _-389
90-83  _7   
6-765  _-759
6-335  _-329
32-44  _-12 
6-147  _-141
36-862 _-826
691-2  _689 
86-862 _-776
264-0  _264 
878-5  _873 
394-95 _299 
26-603 _-577
539-26 _513 
665-893_-228
996-35 _961 
8-408  _-400
832-9  _823 
73-537 _-464
14-249 _-235
913-0  _913 
640-7  _633 
291-60 _231 
9-672  _-663
3-587  _-584
810-4  _806 
662-7  _655 
1-493  _-492
304-127_177 
896-28 _868 
360-15 _345 
593-2  _591 
142-0  _142 
29-4   _25  
74-521 _-447
645-61 _584 
766-15 _751 
118-58 _60  
23-994 _-971
390-943_-553
533-72 _461 
40-53  _-13 
50-579 _-529
233-1  _232 
953-2  _951 
944-6  _938 
564-31 _533 
939-4  _935 
194-76 _118 
828-69 _759 
51-79  _-28 
345-86 _259 
217-482_-265
706-6  _700 
42-75  _-33 
691-654_37  
59-88  _-29 
195-483_-288
218-81 _137 
916-3  _913 
2-611  _-609
5-643  _-638
52-866 _-814
648-106_542 
391-92 _299 
4-236  _-232
0-462  _-462
7-64   _-57 
784-9  _775 
77-245 _-168
813-938_-125
306-62 _244 
8-97   _-89 
50-18  _32  
145-96 _49  
163-8  _155 
687-316_371 
124-166_-42 
377-848_-471
900-3  _897 
705-0  _705 
809-92 _717 
708-854_-146
45-32  _13  
615-802_-187
401-1  _400 
132-562_-430
832-699_133 
726-647_79  
319-46 _273 
823-380_443 
10-39  _-29 
288-5  _283 
3-242  _-239
48-76  _-28 
983-567_416 
590-597_-7  
2-439  _-437
62-53  _9   
84-64  _20  
9-557  _-548
67-784 _-717
5-905  _-900
953-28 _925 
5-269  _-264
183-955_-772
61-547 _-486
21-24  _-3  
111-6  _105 
9-490  _-481
80-570 _-490
760-204_556 
46-65  _-19 
21-21  _0   
919-4  _915 
67-271 _-204
290-683_-393
92-35  _57  
0-81   _-81 
4-177  _-173
80-26  _54  
722-743_-21 
21-67  _-46 
153-110_43  
685-9  _676 
30-185 _-155
43-94  _-51 
947-444_503 
5-911  _-906
117-0  _117 
504-99 _405 
24-181 _-157
60-30  _30  
575-601_-26 
6-895  _-889
127-3  _124 
351-79 _272 
9-470  _-461
247-23 _224 
70-31  _39  
9-396  _-387
311-693_-382
884-4  _880 
6-652  _-646
152-93 _59  
975-294_681 
97-920 _-823
653-12 _641 
87-97  _-10 
15-132 _-117
763-32 _731 
13-707 _-694
235-4  _231 
750-0  _750 
434-114_320 
572-2  _570 
188-2  _186 
5-271  _-266
80-282 _-202
64-31  _33  
946-10 _936 
75-62  _13  
626-63 _563 
24-595 _-571
205-128_77  
965-64 _901 
291-8  _283 
1-768  _-767
994-7  _987 
892-4  _888 
979-6  _973 
928-58 _870 
59-66  _-7  
99-56  _43  
866-225_641 
94-93  _1   
902-75 _827 
62-208 _-146
917-86 _831 
252-6  _246 
397-8  _389 
244-96 _148 
121-519_-398
47-741 _-694
0-331  _-331
976-90 _886 
23-22  _1   
92-381 _-289
9-840  _-831
8-846  _-838
718-74 _644 
114-830_-716
277-86 _191 
88-169 _-81 
71-586 _-515
871-63 _808 
1-899  _-898
5-637  _-632
838-843_-5  
52-509 _-457
82-98  _-16 
76-79  _-3  
40-84  _-44 
5-118  _-113
692-51 _641 
117-512_-395
601-46 _555 
76-563 _-487
365-916_-551
8-213  _-205
197-6  _191 
78-20  _58  
891-87 _804 
11-121 _-110
22-861 _-839
26-55  _-29 
8-541  _-533
350-5  _345 
979-293_686 
282-46 _236 
304-25 _279 
42-860 _-818
794-26 _768 
629-2  _627 
2-452  _-450
4-347  _-343
904-4  _900 
70-47  _23  
442-46 _396 
0-542  _-542
42-61  _-19 
185-50 _135 
8-869  _-861
296-40 _256 
29-759 _-730
623-681_-58 
968-7  _961 
93-67  _26  
0-528  _-528
0-443  _-443
660-0  _660 
470-42 _428 
7-262  _-255
88-87  _1   
400-49 _351 
56-394 _-338
486-3  _483 
96-271 _-175
58-83  _-25 
695-4  _691 
16-665 _-649
48-566 _-518
901-927_-26 
97-282 _-185
49-644 _-595
83-71  _12  
28-34  _-6  
205-8  _197 
989-77 _912 
196-396_-200
286-926_-640
89-714 _-625
45-167 _-122
807-31 _776 
32-983 _-951
624-92 _532 
66-67  _-1  
449-18 _431 
1-951  _-950
236-932_-696
183-0  _183 
393-536_-143
766-807_-41 
87-845 _-758
612-6  _606 
892-545_347 
10-48  _-38 
51-287 _-236
841-182_659 
724-2  _722 
7-987  _-980
87-753 _-666
55-56  _-1  
9-563  _-554
895-2  _893 
5-187  _-182
22-13  _9   
976-98 _878 
875-145_730 
386-78 _308 
28-60  _-32 
62-92  _-30 
671-25 _646 
15-319 _-304
13-156 _-143
214-0  _214 
898-351_547 
8-750  _-742
132-441_-309
943-825_118 
731-49 _682 
43-68  _-25 
6-278  _-272
59-52  _7   
109-5  _104 
574-43 _531 
506-0  _506 
10-88  _-78 
8-371  _-363
318-7  _311 
372-83 _289 
44-69  _-25 
84-973 _-889
560-34 _526 
41-578 _-537
17-115 _-98 
83-917 _-834
455-93 _362 
88-71  _17  
546-22 _524 
92-81  _11  
799-764_35  
72-71  _1   
51-42  _9   
4-676  _-672
104-51 _53  
88-84  _4   
620-6  _614 
874-221_653 
30-72  _-42 
9-206  _-197
380-124_256 
747-26 _721 
8-972  _-964
11-21  _-10 
0-770  _-770
28-583 _-555
63-80  _-17 
488-889_-401
99-90  _9   
253-1  _252 
9-765  _-756
75-74  _1   
790-70 _720 
844-96 _748 
45-48  _-3  
936-9  _927 
3-983  _-980
22-635 _-613
79-91  _-12 
4-577  _-573
85-283 _-198
15-34  _-19 
93-313 _-220
4-484  _-480
184-790_-606
0-709  _-709
4-825  _-821
459-297_162 
13-803 _-790
57-594 _-537
512-2  _510 
364-7  _357 
76-586 _-510
104-303_-199
4-631  _-627
80-652 _-572
47-14  _33  
55-463 _-408
206-51 _155 
772-81 _691 
871-5  _866 
98-480 _-382
935-382_553 
29-110 _-81 
751-5  _746 
767-907_-140
6-597  _-591
791-381_410 
421-6  _415 
88-68  _20  
60-492 _-432
719-5  _714 
6-753  _-747
6-722  _-716
39-34  _5   
21-208 _-187
852-4  _848 
74-30  _44  
3-477  _-474
78-69  _9   
87-269 _-182
12-22  _-10 
632-59 _573 
33-323 _-290
90-599 _-509
33-63  _-30 
383-259_124 
209-8  _201 
528-3  _525 
45-696 _-651
86-622 _-536
54-553 _-499
378-8  _370 
12-24  _-12 
164-1  _163 
8-974  _-966
33-36  _-3  
779-326_453 
561-5  _556 
256-7  _249 
2-163  _-161
456-933_-477
2-500  _-498
84-887 _-803
622-56 _566 
31-442 _-411
1-672  _-671
145-435_-290
647-36 _611 
229-48 _181 
725-7  _718 
626-25 _601 
61-254 _-193
57-22  _35  
4-51   _-47 
601-335_266 
39-848 _-809
36-587 _-551
46-34  _12  
9-763  _-754
564-25 _539 
3-346  _-343
32-557 _-525
863-778_85  
186-312_-126
366-2  _364 
9-710  _-701
903-2  _901 
184-11 _173 
158-1  _157 
946-67 _879 
63-13  _50  
109-584_-475
452-5  _447 
97-184 _-87 
94-64  _30  
142-42 _100 
450-71 _379 
78-27  _51  
735-7  _728 
48-181 _-133
133-7  _126 
25-51  _-26 
931-3  _928 
559-33 _526 
8-342  _-334
84-62  _22  
162-3  _159 
381-9  _372 
17-11  _6   
366-4  _362 
656-712_-56 
89-962 _-873
59-11  _48  
78-90  _-12 
572-196_376 
204-28 _176 
559-5  _554 
343-8  _335 
523-941_-418
8-189  _-181
296-9  _287 
265-4  _261 
137-981_-844
11-85  _-74 
47-58  _-11 
956-557_399 
681-831_-150
83-890 _-807
8-333  _-325
549-19 _530 
89-34  _55  
87-23  _64  
77-94  _-17 
209-687_-478
130-479_-349
11-336 _-325
93-79  _14  
326-424_-98 
303-449_-146
6-611  _-605
875-1  _874 
38-95  _-57 
41-525 _-484
333-608_-275
369-69 _300 
595-22 _573 
4-623  _-619
456-0  _456 
4-816  _-812
39-270 _-231
890-55 _835 
167-977_-810
603-66 _537 
338-50 _288 
807-86 _721 
82-423 _-341
10-66  _-56 
590-17 _573 
44-536 _-492
979-173_806 
1-145  _-144
84-14  _70  
67-75  _-8  
31-435 _-404
3-685  _-682
157-63 _94  
283-4  _279 
9-737  _-728
87-359 _-272
821-2  _819 
32-623 _-591
9-867  _-858
75-863 _-788
58-872 _-814
834-9  _825 
329-834_-505
660-63 _597 
33-90  _-57 
44-992 _-948
9-518  _-509
19-557 _-538
86-64  _22  
894-957_-63 
3-725  _-722
955-9  _946 
425-7  _418 
805-8  _797 
0-597  _-597
8-998  _-990
979-49 _930 
33-958 _-925
716-30 _686 
340-2  _338 
920-115_805 
92-13  _79  
265-76 _189 
62-54  _8   
7-272  _-265
463-72 _391 
699-205_494 
747-641_106 
67-165 _-98 
720-2  _718 
772-78 _694 
4-640  _-636
280-913_-633
969-50 _919 
44-106 _-62 
137-12 _125 
61-92  _-31 
673-503_170 
18-20  _-2  
843-553_290 
0-904  _-904
1-427  _-426
43-785 _-742
25-862 _-837
62-195 _-133
27-659 _-632
535-849_-314
4-679  _-675
14-73  _-59 
533-94 _439 
5-754  _-749
518-4  _514 
296-545_-249
6-476  _-470
141-85 _56  
9-419  _-410
106-883_-777
119-70 _49  
71-20  _51  
797-28 _769 
99-45  _54  
976-66 _910 
900-964_-64 
733-133_600 
964-450_514 
325-1  _324 
206-397_-191
23-558 _-535
130-2  _128 
799-570_229 
842-42 _800 
257-82 _175 
812-629_183 
5-454  _-449
5-951  _-946
989-0  _989 
464-44 _420 
7-233  _-226
761-422_339 
484-6  _478 
56-649 _-593
88-726 _-638
1-688  _-687
7-499  _-492
81-47  _34  
15-52  _-37 
0-279  _-279
50-46  _4   
8-265  _-257
779-577_202 
99-18  _81  
276-7  _269 
116-456_-340
622-961_-339
830-2  _828 
21-77  _-56 
34-929 _-895
189-73 _116 
11-88  _-77 
644-95 _549 
622-952_-330
72-769 _-697
286-2  _284 
718-904_-186
915-5  _910 
150-8  _142 
85-538 _-453
232-644_-412
366-242_124 
876-757_119 
418-721_-303
180-8  _172 
545-623_-78 
55-91  _-36 
953-50 _903 
405-47 _358 
58-189 _-131
38-89  _-51 
51-21  _30  
404-530_-126
764-8  _756 
173-53 _120 
564-8  _556 
530-59 _471 
966-794_172 
857-67 _790 
51-71  _-20 
46-66  _-20 
59-106 _-47 
972-495_477 
448-126_322 
943-48 _895 
904-844_60  
330-65 _265 
59-204 _-145
627-33 _594 
156-44 _112 
800-6  _794 
80-773 _-693
9-504  _-495
30-43  _-13 
2-526  _-524
36-449 _-413
599-9  _590 
7-597  _-590
874-399_475 
932-34 _898 
72-41  _31  
532-8  _524 
363-31 _332 
947-46 _901 
26-211 _-185
408-36 _372 
60-772 _-712
975-340_635 
78-357 _-279
515-85 _430 
2-329  _-327
155-922_-767
4-316  _-312
9-248  _-239
83-81  _2   
3-748  _-745
191-650_-459
52-155 _-103
791-4  _787 
124-882_-758
122-6  _116 
977-28 _949 
51-807 _-756
573-95 _478 
256-269_-13 
2-467  _-465
785-23 _762 
1-776  _-775
5-930  _-925
808-87 _721 
99-149 _-50 
442-433_9   
246-60 _186 
618-641_-23 
965-153_812 
89-6   _83  
418-220_198 
62-895 _-833
69-441 _-372
65-426 _-361
39-126 _-87 
1-842  _-841
111-83 _28  
219-57 _162 
331-831_-500
917-74 _843 
396-463_-67 
106-10 _96  
76-952 _-876
1-997  _-996
808-4  _804 
3-582  _-579
928-46 _882 
154-577_-423
71-646 _-575
196-169_27  
9-132  _-123
699-646_53  
82-246 _-164
105-44 _61  
587-290_297 
94-444 _-350
675-47 _628 
7-633  _-626
27-408 _-381
313-4  _309 
288-95 _193 
376-29 _347 
885-10 _875 
41-612 _-571
86-358 _-272
192-211_-19 
31-39  _-8  
27-32  _-5  
44-71  _-27 
345-9  _336 
5-165  _-160
0-522  _-522
70-542 _-472
516-94 _422 
81-91  _-10 
686-68 _618 
87-462 _-375
550-620_-70 
20-843 _-823
438-8  _430 
24-92  _-68 
305-8  _297 
273-387_-114
190-82 _108 
39-227 _-188
322-9  _313 
9-903  _-894
5-278  _-273
144-384_-240
8-891  _-883
405-7  _398 
89-711 _-622
233-33 _200 
109-565_-456
31-73  _-42 
177-5  _172 
595-465_130 
123-1  _122 
54-90  _-36 
827-837_-10 
827-5  _822 
2-789  _-787
76-708 _-632
562-6  _556 
39-944 _-905
200-92 _108 
465-41 _424 
648-894_-246
235-146_89  
41-602 _-561
747-10 _737 
57-690 _-633
797-2  _795 
615-9  _606 
69-97  _-28 
386-274_112 
784-887_-103
10-115 _-105
30-546 _-516
2-592  _-590
65-572 _-507
31-69  _-38 
75-86  _-11 
8-658  _-650
559-940_-381
1-452  _-451
859-229_630 
572-1  _571 
0-310  _-310
486-4  _482 
56-669 _-613
42-8   _34  
913-4  _909 
40-216 _-176
8-487  _-479
9-139  _-130
17-480 _-463
7-371  _-364
62-677 _-615
606-73 _533 
993-50 _943 
89-514 _-425
734-3  _731 
989-329_660 
4-360  _-356
751-74 _677 
887-40 _847 
5-811  _-806
393-934_-541
118-33 _85  
34-215 _-181
443-485_-42 
730-1  _729 
42-529 _-487
4-626  _-622
2-498  _-496
51-29  _22  
4-473  _-469
0-864  _-864
98-271 _-173
7-872  _-865
944-724_220 
99-415 _-316
322-79 _243 
494-464_30  
76-10  _66  
477-209_268 
894-596_298 
9-508  _-499
231-447_-216
0-526  _-526
8-237  _-229
410-6  _404 
985-67 _918 
7-877  _-870
44-433 _-389
13-294 _-281
934-932_2   
802-6  _796 
8-925  _-917
18-26  _-8  
